TransactionId,Portfolio,Type,ClientInternal,Units,Price,Currency,TradeDate,Strategy,CustodianAccount,Broker,SettlementDate,ValueDate,TradeTime,ExecutionVenue,OrderId,AllocationId,CounterpartyId,SettlementInstructionType,CommissionAmount,CommissionCurrency,TaxAmount,AccruedInterest,SettlementStatus,ConfirmationStatus,TradeSource,PlaceOfTrade,PlaceOfClearing,OriginalOrderType,CounterpartyName,SettlementMethod,PlaceOfSettlement,RegulatoryReportingStatus,ExecutingEntity
BLKC-019,IBOR-BLKC,Buy,IBOR-BLSH,1297,39.82,USD,2024-05-25,BlockchainCore,CUST-BNY-001,GS,2024-05-27,2024-05-27,16:32:58,CBOE,ORD-20240525-0019,ALLOC-20240525-0019,CP-MS,DVP,20.95,USD,0,0,Settled,Confirmed,Manual Entry,LSE,DTCC/NSCC,Limit,Morgan Stanley,DVP,DTCC,Reported,IBOR Trading Desk
BLKC-020,IBOR-BLKC,Buy,IBOR-XXI,5622,7.97,USD,2024-05-28,BlockchainCore,CUST-JPM-002,JPM,2024-05-29,2024-05-29,13:51:07,ARCA,ORD-20240528-0020,ALLOC-20240528-0020,CP-JPM,DVP,14.01,USD,0,0,Settled,Confirmed,Charles River IMS,NASDAQ,DTCC/NSCC,TWAP,JPMorgan,DVP,DTCC,Reported,IBOR Trading Desk
BLKC-021,IBOR-BLKC,Buy,IBOR-IFX,697,61.79,EUR,2024-05-31,BlockchainCore,CUST-STATE-003,MS,2024-06-03,2024-06-03,16:23:05,ARCA,ORD-20240531-0021,ALLOC-20240531-0021,CP-GS,DVP,17.73,EUR,0,0,Settled,Confirmed,Bloomberg OMS,CBOE,LCH,TWAP,Goldman Sachs,DVP,Clearstream,Reported,IBOR Trading Desk
BLKC-022,IBOR-BLKC,Buy,IBOR-601318,4669,8.42,CNY,2024-06-03,BlockchainCore,CUST-BNY-001,UBS,2024-06-04,2024-06-04,12:37:24,CBOE,ORD-20240603-0022,ALLOC-20240603-0022,CP-JPM,DVP,29.09,CNY,0,0,Settled,Confirmed,Manual Entry,CBOE,Clearstream,TWAP,JPMorgan,DVP,DTCC,Reported,IBOR Asset Management
BLKC-023,IBOR-BLKC,Buy,IBOR-KEEL,11745,2.89,USD,2024-06-06,BlockchainCore,CUST-JPM-002,BARC,2024-06-07,2024-06-07,16:20:58,NASDAQ,ORD-20240606-0023,ALLOC-20240606-0023,CP-JPM,DVP,24.04,USD,0,0,Settled,Confirmed,Manual Entry,CBOE,LCH,LOC,JPMorgan,DVP,DTCC,Reported,IBOR Trading Desk
BLKC-024,IBOR-BLKC,Buy,IBOR-HOOD,407,82.07,USD,2024-06-09,BlockchainCore,CUST-STATE-003,CS,2024-06-10,2024-06-10,14:07:08,NYSE,ORD-20240609-0024,ALLOC-20240609-0024,CP-GS,DVP,14.81,USD,0,0,Settled,Confirmed,Manual Entry,NYSE,DTCC/NSCC,TWAP,Goldman Sachs,DVP,DTCC,Reported,IBOR Asset Management
BLKC-025,IBOR-BLKC,Buy,IBOR-BTDR,2616,11.30,USD,2024-06-12,BlockchainCore,CUST-BNY-001,GS,2024-06-13,2024-06-13,09:15:56,NASDAQ,ORD-20240612-0025,ALLOC-20240612-0025,CP-DB,DVP,16.64,USD,0,0,Settled,Confirmed,Tradeweb,NASDAQ,DTCC/NSCC,MOC,Deutsche Bank,DVP,DTCC,Reported,IBOR Trading Desk
BLKC-026,IBOR-BLKC,Buy,IBOR-PYPL,491,49.64,USD,2024-06-15,BlockchainCore,CUST-JPM-002,JPM,2024-06-17,2024-06-17,10:56:26,NYSE,ORD-20240615-0026,ALLOC-20240615-0026,CP-UBS,DVP,16.88,USD,0,0,Settled,Confirmed,Aladdin,LSE,DTCC/NSCC,Market,UBS,DVP,DTCC,Reported,IBOR Asset Management
BLKC-027,IBOR-BLKC,Buy,IBOR-ETOR,626,36.60,USD,2024-06-18,BlockchainCore,CUST-STATE-003,MS,2024-06-19,2024-06-19,13:13:28,ARCA,ORD-20240618-0027,ALLOC-20240618-0027,CP-BARC,DVP,20.26,USD,0,0,Settled,Confirmed,Bloomberg OMS,NASDAQ,DTCC/NSCC,LOC,Barclays,DVP,DTCC,Reported,IBOR Trading Desk
BLKC-028,IBOR-BLKC,Buy,IBOR-863,13455,1.62,HKD,2024-06-21,BlockchainCore,CUST-BNY-001,UBS,2024-06-24,2024-06-24,16:57:41,CBOE,ORD-20240621-0028,ALLOC-20240621-0028,CP-GS,DVP,11.3,HKD,0,0,Settled,Confirmed,Charles River IMS,CBOE,LCH,TWAP,Goldman Sachs,DVP,DTCC,Reported,IBOR Asset Management
BLKC-029,IBOR-BLKC,Buy,IBOR-XYZ,280,69.54,USD,2024-06-24,BlockchainCore,CUST-JPM-002,BARC,2024-06-25,2024-06-25,15:05:42,NASDAQ,ORD-20240624-0029,ALLOC-20240624-0029,CP-GS,DVP,4.68,USD,0,0,Settled,Confirmed,Aladdin,LSE,DTCC/NSCC,VWAP,Goldman Sachs,DVP,DTCC,Reported,IBOR Asset Management
BLKC-030,IBOR-BLKC,Buy,IBOR-BTGO,1440,10.00,USD,2024-06-27,BlockchainCore,CUST-STATE-003,CS,2024-06-28,2024-06-28,10:50:36,NASDAQ,ORD-20240627-0030,ALLOC-20240627-0030,CP-JPM,DVP,12.44,USD,0,0,Settled,Confirmed,FIX Gateway,NYSE,DTCC/NSCC,MOC,JPMorgan,DVP,DTCC,Reported,IBOR Asset Management
BLKC-031,IBOR-BLKC,Buy,IBOR-HIVE,5523,2.30,USD,2024-06-30,BlockchainCore,CUST-BNY-001,GS,2024-07-01,2024-07-01,11:52:55,NASDAQ,ORD-20240630-0031,ALLOC-20240630-0031,CP-BNP,DVP,10.41,USD,0,0,Settled,Confirmed,FIX Gateway,NYSE,LCH,MOC,BNP Paribas,DVP,DTCC,Reported,IBOR Asset Management
BLKC-032,IBOR-BLKC,Buy,IBOR-BTBT,6954,1.52,USD,2024-07-03,BlockchainCore,CUST-JPM-002,JPM,2024-07-04,2024-07-04,12:54:09,NASDAQ,ORD-20240703-0032,ALLOC-20240703-0032,CP-HSBC,DVP,4.23,USD,0,0,Settled,Confirmed,Charles River IMS,NYSE,DTCC/NSCC,MOC,HSBC,DVP,DTCC,Reported,IBOR Asset Management
BLKC-033,IBOR-BLKC,Buy,IBOR-CAN,12046,0.49,USD,2024-07-06,BlockchainCore,CUST-STATE-003,MS,2024-07-08,2024-07-08,08:08:00,CBOE,ORD-20240706-0033,ALLOC-20240706-0033,CP-BARC,DVP,3.96,USD,0,0,Settled,Confirmed,Bloomberg OMS,CBOE,LCH,VWAP,Barclays,DVP,DTCC,Reported,IBOR Asset Management
BLKC-034,IBOR-BLKC,Buy,IBOR-3887,8820,0.53,HKD,2024-07-09,BlockchainCore,CUST-BNY-001,UBS,2024-07-10,2024-07-10,12:03:08,ARCA,ORD-20240709-0034,ALLOC-20240709-0034,CP-HSBC,DVP,1.36,HKD,0,0,Settled,Confirmed,Bloomberg OMS,LSE,LCH,VWAP,HSBC,DVP,DTCC,Reported,IBOR Trading Desk
BLKC-035,IBOR-BLKC,Buy,IBOR-DGXX,1294,3.19,USD,2024-07-12,BlockchainCore,CUST-JPM-002,BARC,2024-07-15,2024-07-15,15:49:23,NYSE,ORD-20240712-0035,ALLOC-20240712-0035,CP-UBS,DVP,2.49,USD,0,0,Settled,Confirmed,FIX Gateway,CBOE,LCH,Market,UBS,DVP,DTCC,Reported,IBOR Asset Management
BLKC-036,IBOR-BLKC,Buy,IBOR-BKKT,453,8.58,USD,2024-07-15,BlockchainCore,CUST-STATE-003,CS,2024-07-16,2024-07-16,16:19:29,NYSE,ORD-20240715-0036,ALLOC-20240715-0036,CP-GS,DVP,3.88,USD,0,0,Settled,Confirmed,Manual Entry,LSE,LCH,MOC,Goldman Sachs,DVP,DTCC,Reported,IBOR Trading Desk
BLKC-037,IBOR-BLKC,Buy,IBOR-GEMI,790,4.47,USD,2024-07-18,BlockchainCore,CUST-BNY-001,GS,2024-07-19,2024-07-19,09:31:45,ARCA,ORD-20240718-0037,ALLOC-20240718-0037,CP-JPM,DVP,3.25,USD,0,0,Settled,Confirmed,Aladdin,LSE,LCH,MOC,JPMorgan,DVP,DTCC,Reported,IBOR Asset Management
BLKC-038,IBOR-BLKC,Buy,IBOR-NB2,237,13.90,EUR,2024-07-21,BlockchainCore,CUST-JPM-002,JPM,2024-07-23,2024-07-23,09:08:17,CBOE,ORD-20240721-0038,ALLOC-20240721-0038,CP-DB,DVP,3.28,EUR,0,0,Settled,Confirmed,FIX Gateway,LSE,Euroclear,Limit,Deutsche Bank,DVP,Clearstream,Reported,IBOR Trading Desk
BLKC-039,IBOR-BLKC,Buy,IBOR-ABTC,2601,1.17,USD,2024-07-24,BlockchainCore,CUST-STATE-003,MS,2024-07-25,2024-07-25,16:38:27,NYSE,ORD-20240724-0039,ALLOC-20240724-0039,CP-JPM,DVP,2.68,USD,0,0,Settled,Confirmed,Tradeweb,NYSE,DTCC/NSCC,LOC,JPMorgan,DVP,DTCC,Reported,IBOR Asset Management
BLKC-040,IBOR-BLKC,Buy,IBOR-CD,508,5.00,USD,2024-07-27,BlockchainCore,CUST-BNY-001,UBS,2024-07-29,2024-07-29,14:28:56,NASDAQ,ORD-20240727-0040,ALLOC-20240727-0040,CP-DB,DVP,1.2,USD,0,0,Settled,Confirmed,Manual Entry,NASDAQ,DTCC/NSCC,LOC,Deutsche Bank,DVP,DTCC,Reported,IBOR Trading Desk
BLKC-041,IBOR-BLKC,Buy,IBOR-CANG,4727,0.44,USD,2024-07-30,BlockchainCore,CUST-JPM-002,BARC,2024-07-31,2024-07-31,14:46:06,CBOE,ORD-20240730-0041,ALLOC-20240730-0041,CP-DB,DVP,0.94,USD,0,0,Settled,Confirmed,Aladdin,LSE,LCH,Limit,Deutsche Bank,DVP,DTCC,Reported,IBOR Trading Desk
